상가유형,호선,역명,면적(제곱미터),계약시작일자,계약종료일자,월임대료,사업진행단계
개별(일반),3호선,종로3가역,21.0,2020-12-31,2026-01-30,3000000.0,0
개별(일반),3호선,종로3가역,47.0,2023-03-16,2028-04-15,18120000.0,0
개별(일반),3호선,종로3가역,40.0,2018-12-25,2024-01-23,7020100.0,0
임대진행,3호선,종로3가역,20.0,,,,4
개별(일반),3호선,종로3가역,20.0,2018-09-07,2023-10-06,7257000.0,0
개별(일반),3호선,종로3가역,15.4,2022-05-13,2027-06-12,6111600.0,0
개별(일반),3호선,을지로3가역,10.2,2020-10-19,2025-11-18,1410000.0,0
개별(일반),3호선,을지로3가역,20.0,2020-06-22,2025-07-22,1900000.0,0
개별(일반),3호선,을지로3가역,26.4,2021-08-30,2026-09-29,4567800.0,0
개별(일반),3호선,동대입구역,17.04,2022-02-15,2027-02-15,1201000.0,0
공실,3호선,동대입구역,16.68,,,,2
개별(일반),3호선,동대입구역,33.46,2019-12-12,2025-01-10,311667.0,0
개별(일반),3호선,동대입구역,33.3,2021-06-04,2026-07-04,300000.0,0
개별(일반),3호선,동대입구역,37.52,2020-11-03,2025-12-03,328100.0,0
개별(일반),3호선,동대입구역,16.8,2021-04-20,2026-04-20,153600.0,0
개별(일반),3호선,동대입구역,33.7,2020-08-13,2025-09-12,1101000.0,0
공실,3호선,동대입구역,17.14,,,,1
개별(일반),3호선,동대입구역,33.37,2019-10-25,2024-11-23,1635700.0,0
네트워크,3호선,약수역,22.32,2020-12-23,2026-03-23,3780596.0,0
네트워크,3호선,약수역,11.57,2017-12-29,2025-02-06,3260820.0,0
네트워크,3호선,금호역,50.3,2020-12-23,2026-03-23,2285262.0,0
개별(일반),3호선,금호역,28.0,2020-11-16,2025-12-16,750000.0,0
개별(일반),3호선,금호역,25.3,2021-08-13,2026-08-13,1675000.0,0
개별(일반),3호선,금호역,18.61,2022-02-15,2027-03-17,808000.0,0
개별(일반),3호선,금호역,21.0,2020-11-09,2025-12-09,1082300.0,0
네트워크,3호선,옥수역,41.64,2020-12-23,2026-03-23,4736736.0,0
개별(대형),3호선,옥수역,555.0,2020-03-23,2025-04-22,13500000.0,0
개별(일반),3호선,옥수역,18.9,2019-06-21,2024-07-20,2010000.0,0
개별(일반),3호선,옥수역,11.6,2022-01-28,2027-02-27,3640000.0,0
개별(일반),3호선,압구정역,37.0,2022-02-03,2027-03-05,7200000.0,0
네트워크,3호선,압구정역,23.76,2020-12-23,2026-03-23,7195687.0,0
네트워크,3호선,압구정역,18.62,2018-11-27,2024-01-25,2392531.0,0
네트워크,3호선,압구정역,12.3,2021-02-01,2026-06-01,1716096.0,0
개별(일반),3호선,압구정역,26.0,2021-04-22,2026-05-22,3371000.0,0
개별(일반),3호선,신사역,25.39,2021-05-25,2026-06-24,5010000.0,0
개별(일반),3호선,신사역,31.3,2022-01-28,2027-02-27,15730000.0,0
개별(일반),3호선,신사역,23.7,2021-06-03,2026-07-03,2533400.0,0
개별(일반),3호선,신사역,23.7,2021-02-01,2026-03-03,2810000.0,0
네트워크,3호선,신사역,23.7,2018-11-16,2024-01-14,3284815.0,0
개별(일반),3호선,신사역,23.7,2019-04-02,2024-05-01,3150000.0,0
개별(일반),3호선,신사역,47.4,2023-02-06,2028-03-08,6880000.0,0
개별(일반),3호선,신사역,23.7,2020-08-20,2025-09-19,2690000.0,0
네트워크,3호선,신사역,23.7,2021-06-03,2026-08-02,1865403.0,0
개별(일반),3호선,신사역,18.2,2021-08-31,2026-09-30,7120000.0,0
개별(일반),3호선,신사역,18.05,2019-12-10,2025-01-08,2520000.0,0
개별(일반),3호선,신사역,17.36,2020-11-26,2026-01-10,1520000.0,0
네트워크,3호선,신사역,16.0,2021-02-01,2026-06-01,2214461.0,0
네트워크,3호선,신사역,29.06,2017-12-29,2025-02-06,6946200.0,0
복합,3호선,고속터미널역,7475.19,2016-03-15,2026-11-09,287922774.0,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
복합,3호선,고속터미널역,,2016-03-15,2026-11-09,,0
네트워크,3호선,고속터미널역,28.8,2020-12-23,2026-03-23,15587596.0,0
개별(일반),3호선,고속터미널역,33.75,2022-02-21,2027-03-23,22300000.0,0
복합,3호선,고속터미널역,106.63,2021-03-22,2026-07-20,48204012.0,0
복합,3호선,고속터미널역,61.37,2021-03-22,2026-07-20,21472664.0,0
복합,3호선,고속터미널역,20.45,2021-03-22,2026-07-20,9244791.0,0
개별(일반),3호선,교대역,75.3,2019-05-14,2024-06-12,485000.0,0
공실,3호선,교대역,37.7,,,,2
개별(일반),3호선,교대역,37.7,2022-06-07,2027-07-07,994600.0,0
공실,3호선,교대역,37.7,,,,2
개별(대형),3호선,교대역,113.1,2021-08-13,2026-08-13,5376800.0,0
개별(대형),3호선,교대역,146.0,2019-04-30,2024-05-29,515600.0,0
개별(일반),3호선,교대역,111.37,2019-04-02,2024-05-31,3320000.0,0
개별(일반),3호선,교대역,75.4,2019-04-02,2024-05-31,,0
개별(일반),3호선,교대역,37.7,2022-01-28,2027-02-27,1227500.0,0
개별(일반),3호선,교대역,37.7,2023-02-20,2028-03-22,980000.0,0
개별(일반),3호선,교대역,91.4,2019-05-14,2024-06-12,485800.0,0
개별(일반),3호선,양재역,27.2,2018-05-01,2023-05-30,4391600.0,0
네트워크,3호선,양재역,44.88,2018-11-16,2024-01-14,6220358.0,0
네트워크,3호선,양재역,44.98,2018-11-16,2024-01-14,7468400.0,0
개별(일반),3호선,양재역,51.92,2020-12-24,2026-01-23,5250000.0,0
네트워크,3호선,양재역,20.0,2021-02-01,2026-06-01,4866457.0,0
네트워크,3호선,양재역,18.0,2022-12-02,2028-04-01,3173291.0,0
개별(일반),3호선,양재역,40.0,2020-11-06,2025-12-06,4110000.0,0
네트워크,3호선,양재역,21.0,2021-11-22,2027-01-21,2414050.0,0
개별(일반),3호선,매봉역,9.41,2020-09-14,2025-10-29,566600.0,0
개별(일반),3호선,매봉역,26.0,2020-10-19,2025-11-18,2520000.0,0
개별(일반),3호선,매봉역,16.0,2018-10-12,2023-11-10,2421000.0,0
개별(일반),3호선,매봉역,15.77,2021-11-05,2026-12-05,2016600.0,0
개별(일반),3호선,도곡역,23.18,2021-11-09,2026-12-09,2357000.0,0
개별(일반),3호선,도곡역,21.9,2020-02-07,2025-03-07,867500.0,0
개별(일반),3호선,도곡역,25.04,2020-02-07,2025-03-07,991800.0,0
개별(일반),3호선,도곡역,28.2,2019-06-25,2024-07-24,1585000.0,0
개별(일반),3호선,대청역,26.61,2020-02-24,2025-03-25,2516600.0,0
개별(일반),3호선,대청역,23.0,2020-09-17,2025-10-17,1273000.0,0
개별(일반),3호선,일원역,61.48,2022-11-11,2027-12-11,3533300.0,0
개별(일반),3호선,일원역,46.0,2018-08-28,2023-09-26,5280000.0,0
개별(일반),3호선,일원역,51.0,2020-08-31,2025-09-30,3511000.0,0
개별(대형),3호선,일원역,808.0,2018-03-10,2023-04-18,8335000.0,0
개별(일반),3호선,일원역,51.7,2020-10-12,2025-11-11,467500.0,0
개별(일반),3호선,수서역,27.54,2022-02-21,2027-03-23,11100000.0,0
네트워크,3호선,수서역,38.9,2021-06-03,2026-08-02,1681327.0,0
개별(일반),3호선,수서역,20.1,2021-08-13,2026-09-12,5054000.0,0
네트워크,3호선,수서역,20.1,2021-11-22,2027-01-21,947227.0,0
개별(일반),3호선,수서역,21.0,2021-10-21,2026-11-20,9071500.0,0
개별(일반),3호선,수서역,21.0,2017-11-28,2024-12-27,2649500.0,0
개별(일반),3호선,수서역,28.28,2017-11-28,2024-12-27,3030800.0,0
개별(일반),3호선,수서역,24.0,2018-07-10,2023-08-08,7302800.0,0
개별(일반),3호선,수서역,24.0,2018-07-10,2023-08-08,3523300.0,0
개별(일반),3호선,가락시장역,21.0,2021-05-27,2026-06-26,1200000.0,0
개별(일반),3호선,경찰병원역,57.0,2022-01-28,2027-02-27,3520000.0,0
개별(일반),3호선,경찰병원역,37.4,2021-08-12,2026-09-11,3500000.0,0
개별(일반),4호선,당고개역,23.88,2022-04-11,2027-04-11,452000.0,0
공실,4호선,당고개역,21.8,,,,2
개별(일반),4호선,당고개역,56.3,2022-05-10,2027-06-09,500000.0,0
네트워크,4호선,당고개역,28.01,2022-06-20,2027-08-19,1732250.0,0
개별(대형),4호선,당고개역,311.0,2021-02-08,2026-04-09,11007000.0,0
개별(일반),4호선,당고개역,27.84,2020-08-13,2025-09-12,2307000.0,0
개별(일반),4호선,상계역,26.2,2020-11-23,2025-12-23,1418300.0,0
네트워크,4호선,상계역,21.5,2022-09-07,2028-02-04,1595308.0,0
임대진행,4호선,상계역,21.5,,,,4
개별(대형),4호선,상계역,100.0,2018-09-22,2023-10-21,7410300.0,0
네트워크,4호선,상계역,32.16,2023-01-16,2028-05-16,3093386.0,0
개별(일반),4호선,상계역,23.15,2021-09-09,2026-10-09,2720000.0,0
개별(일반),4호선,상계역,25.99,2022-05-13,2027-06-12,1500500.0,0
개별(일반),4호선,상계역,29.11,2022-05-13,2027-06-12,1410100.0,0
개별(일반),4호선,상계역,48.0,2022-05-13,2027-06-12,2310000.0,0
개별(일반),4호선,상계역,59.5,2021-08-13,2026-09-12,2810000.0,0
개별(일반),4호선,노원역,29.9,2020-12-22,2026-01-21,700000.0,0
개별(일반),4호선,노원역,14.91,2020-08-03,2025-09-02,1650000.0,0
개별(일반),4호선,창동역,11.0,2021-01-14,2026-02-13,2510000.0,0
개별(일반),4호선,창동역,23.0,2022-11-02,2027-12-02,8020000.0,0
개별(일반),4호선,창동역,58.5,2020-11-03,2025-11-03,8626000.0,0
네트워크,4호선,쌍문역,20.2,2022-12-02,2028-04-01,2643669.0,0
네트워크,4호선,수유역,13.4,2018-11-16,2024-01-14,1772817.0,0
개별(일반),4호선,수유역,18.67,2020-02-24,2025-03-25,4033000.0,0
개별(일반),4호선,수유역,18.43,2018-05-09,2023-06-07,969000.0,0
네트워크,4호선,수유역,10.4,2018-11-27,2024-01-25,1498848.0,0
네트워크,4호선,수유역,12.0,2021-06-03,2026-08-02,5176243.0,0
네트워크,4호선,수유역,23.0,2022-06-09,2027-06-08,10846008.0,0
네트워크,4호선,수유역,22.42,2023-02-27,2028-05-28,14508336.0,0
네트워크,4호선,미아역,31.6,2022-12-02,2028-04-01,2480675.0,0
공실,4호선,미아역,50.24,,,,1
공실,4호선,미아역,50.24,,,,1
개별(일반),4호선,미아사거리역,44.4,2021-03-15,2026-04-14,7330000.0,0
개별(일반),4호선,미아사거리역,14.8,2021-04-12,2026-05-12,1700000.0,0
개별(일반),4호선,미아사거리역,12.0,2022-10-14,2027-11-13,3001000.0,0
개별(일반),4호선,미아사거리역,20.78,2021-03-15,2026-04-14,6054000.0,0
개별(일반),4호선,미아사거리역,22.56,2018-05-01,2023-05-30,1570500.0,0
개별(일반),4호선,미아사거리역,16.88,2020-12-07,2026-01-21,710000.0,0
개별(일반),4호선,미아사거리역,17.24,2020-08-20,2025-09-19,980000.0,0
개별(일반),4호선,미아사거리역,33.76,2018-09-04,2023-10-03,3666600.0,0
개별(일반),4호선,미아사거리역,17.24,2019-09-23,2024-09-22,1030000.0,0
개별(일반),4호선,미아사거리역,13.22,2019-04-09,2024-05-08,650000.0,0
네트워크,4호선,미아사거리역,17.06,2018-11-16,2024-01-14,1665905.0,0
개별(일반),4호선,미아사거리역,18.66,2021-08-18,2026-09-17,990000.0,0
개별(일반),4호선,미아사거리역,33.94,2022-10-13,2027-11-12,3500000.0,0
개별(일반),4호선,미아사거리역,24.02,2018-09-14,2023-10-13,2200000.0,0
임대진행,4호선,미아사거리역,13.86,,,,3
개별(일반),4호선,미아사거리역,29.03,2022-08-08,2027-09-07,7370000.0,0
네트워크,4호선,미아사거리역,24.0,2021-02-01,2026-06-01,7795261.0,0
개별(일반),4호선,미아사거리역,31.0,2022-01-28,2027-02-27,10521600.0,0
네트워크,4호선,미아사거리역,12.0,2021-11-22,2027-01-21,2165748.0,0
네트워크,4호선,길음역,20.04,2020-12-23,2026-03-23,1948081.0,0
개별(대형),4호선,길음역,100.0,2021-01-11,2026-03-11,5500000.0,0
개별(일반),4호선,성신여대입구역,16.5,2021-06-01,2026-07-01,1356600.0,0
개별(일반),4호선,성신여대입구역,19.7,2019-07-16,2024-08-14,1150000.0,0
개별(일반),4호선,성신여대입구역,32.47,2023-03-06,2028-04-05,4237300.0,0
네트워크,4호선,성신여대입구역,30.8,2022-10-21,2028-02-18,4686896.0,0
개별(일반),4호선,성신여대입구역,21.09,2020-02-19,2025-03-20,2340000.0,0
개별(일반),4호선,성신여대입구역,16.0,2020-11-04,2025-12-04,3181500.0,0
개별(일반),4호선,혜화역,17.46,2021-01-18,2026-02-17,7160000.0,0
개별(일반),4호선,혜화역,20.0,2021-01-04,2026-02-03,5660000.0,0
네트워크,4호선,동대문역,23.0,2023-01-16,2028-05-16,1811085.0,0
네트워크,4호선,동대문역,28.0,2017-12-29,2025-02-06,3068170.0,0
개별(일반),4호선,동대문역,10.0,2021-01-04,2026-02-03,3350000.0,0
개별(일반),4호선,동대문역,24.6,2022-12-22,2028-01-21,6022000.0,0
개별(일반),4호선,동대문역,24.47,2020-10-30,2025-11-29,5222000.0,0
개별(일반),4호선,동대문역,12.5,2021-08-12,2026-09-11,6200000.0,0
공실,4호선,동대문역,20.0,,,,2
공실,4호선,동대문역,40.7,,,,2
공실,4호선,동대문역,40.76,,,,1
공실,4호선,동대문역,40.46,,,,2
공실,4호선,동대문역,19.8,,,,2
개별(일반),4호선,동대문역사문화공원역,16.68,2022-06-16,2027-07-16,1810000.0,0
개별(일반),4호선,동대문역사문화공원역,27.09,2021-12-28,2027-01-27,7333300.0,0
개별(일반),4호선,동대문역사문화공원역,89.0,2021-05-26,2026-06-25,3530000.0,0
네트워크,4호선,동대문역사문화공원역,58.0,2021-11-22,2027-01-21,1933539.0,0
공실,4호선,동대문역사문화공원역,30.0,,,,1
임대진행,4호선,충무로역,18.86,,,,5
네트워크,4호선,충무로역,31.54,2020-12-23,2026-03-23,6921841.0,0
네트워크,4호선,충무로역,21.0,2021-06-03,2026-08-02,3576383.0,0
개별(일반),4호선,충무로역,19.93,2022-11-14,2027-12-14,3280000.0,0
개별(일반),4호선,충무로역,18.2,2019-04-30,2024-05-29,3690000.0,0
개별(대형),4호선,충무로역,147.5,2022-10-17,2028-02-14,1900000.0,0
네트워크,4호선,명동역,26.0,2021-02-01,2026-06-01,9605672.0,0
개별(일반),4호선,회현역,20.3,2019-08-24,2024-09-22,4222000.0,0
개별(일반),4호선,회현역,81.7,2020-02-24,2025-03-25,14430000.0,0
임대진행,4호선,회현역,30.0,,,,4
공실,4호선,숙대입구역,9.8,,,,2
개별(일반),4호선,숙대입구역,24.7,2021-12-10,2027-01-09,2270000.0,0
개별(일반),4호선,신용산역,17.8,2022-06-15,2027-06-15,1700000.0,0
개별(일반),4호선,신용산역,15.5,2021-12-06,2027-01-05,896400.0,0
개별(일반),4호선,신용산역,15.5,2020-10-31,2025-10-31,801000.0,0
개별(일반),4호선,신용산역,15.5,2018-05-09,2023-06-07,631000.0,0
개별(일반),4호선,신용산역,31.0,2020-12-18,2026-01-17,1111200.0,0
네트워크,4호선,신용산역,30.6,2022-10-11,2028-02-08,1760887.0,0
개별(일반),4호선,신용산역,17.5,2022-08-08,2027-09-07,771700.0,0
개별(일반),4호선,신용산역,11.4,2020-11-09,2025-12-09,1170800.0,0
개별(일반),4호선,신용산역,23.76,2020-08-13,2025-09-12,1462800.0,0
개별(일반),4호선,신용산역,16.95,2020-02-24,2025-03-25,3350000.0,0
임대진행,4호선,이촌역,22.0,,,,3
네트워크,4호선,이촌역,19.3,2023-02-17,2025-02-16,1386563.0,0
개별(일반),4호선,동작역,20.0,2022-05-04,2027-05-04,4730000.0,0
개별(일반),4호선,동작역,16.0,2020-11-09,2025-12-09,3570000.0,0
개별(일반),4호선,동작역,10.75,2019-12-21,2025-01-19,1510000.0,0
공실,4호선,총신대입구역,14.8,,,,2
개별(일반),4호선,총신대입구역,31.9,2021-01-04,2026-02-03,1810000.0,0
개별(일반),4호선,총신대입구역,16.3,2020-11-05,2025-12-05,186000.0,0
개별(일반),4호선,총신대입구역,16.3,2020-08-20,2025-09-19,1033300.0,0
개별(일반),4호선,총신대입구역,16.3,2021-12-10,2027-01-09,1606000.0,0
개별(일반),4호선,총신대입구역,16.3,2020-10-19,2025-11-18,1416600.0,0
개별(일반),4호선,총신대입구역,16.3,2020-10-19,2025-11-18,1416600.0,0
개별(일반),4호선,총신대입구역,16.3,2022-07-08,2027-08-07,916600.0,0
임대진행,4호선,총신대입구역,16.3,,,,3
개별(일반),4호선,총신대입구역,31.4,2023-03-06,2028-04-05,5500000.0,0
개별(일반),4호선,총신대입구역,12.63,2020-02-14,2025-03-14,734500.0,0
개별(일반),4호선,총신대입구역,21.0,2021-05-26,2026-06-25,1266600.0,0
공실,4호선,총신대입구역,11.0,,,,2
개별(일반),4호선,총신대입구역,24.0,2020-02-24,2025-03-25,2000800.0,0
네트워크,4호선,총신대입구역,21.4,2023-02-17,2025-02-16,3468097.0,0
네트워크,4호선,총신대입구역,25.06,2020-12-23,2026-03-23,5451432.0,0
개별(일반),4호선,총신대입구역,12.32,2021-01-04,2026-02-03,4444400.0,0
네트워크,4호선,총신대입구역,36.34,2021-06-03,2026-08-02,5493291.0,0
개별(일반),4호선,사당역,62.6,2022-11-03,2027-12-03,10600000.0,0
개별(일반),4호선,사당역,93.0,2020-06-22,2025-07-22,9630000.0,0
임대진행,4호선,사당역,30.2,,,,3
임대진행,4호선,사당역,15.5,,,,3
개별(일반),4호선,사당역,25.8,2021-03-15,2026-04-14,3696600.0,0
개별(일반),4호선,사당역,15.5,2022-12-22,2028-01-21,2620000.0,0
개별(일반),4호선,사당역,33.8,2020-05-19,2025-06-18,5134000.0,0
네트워크,4호선,사당역,31.0,2021-06-03,2026-08-02,2225619.0,0
개별(일반),4호선,사당역,62.0,2021-01-11,2026-02-10,5700000.0,0
공실,4호선,사당역,31.0,,,,2
개별(일반),4호선,사당역,92.1,2022-02-21,2027-03-23,13330000.0,0
개별(일반),4호선,사당역,61.4,2019-06-25,2024-07-24,7110000.0,0
개별(일반),4호선,사당역,30.7,2022-08-08,2027-09-07,4530000.0,0
임대진행,4호선,사당역,30.7,,,,3
개별(일반),4호선,사당역,30.7,2021-02-26,2026-03-28,5110000.0,0
개별(일반),4호선,사당역,30.7,2021-01-04,2026-02-03,3620000.0,0
개별(일반),4호선,사당역,30.7,2021-07-08,2026-08-07,3599900.0,0
공실,4호선,사당역,30.7,,,,1
개별(일반),4호선,사당역,60.0,2020-12-21,2026-01-20,6310000.0,0
개별(대형),4호선,사당역,408.0,2021-04-22,2026-06-21,40100000.0,0
개별(일반),4호선,사당역,22.0,2019-12-21,2025-01-19,4016000.0,0
네트워크,4호선,사당역,88.0,2021-06-03,2026-08-02,14923226.0,0
네트워크,4호선,사당역,29.4,2021-06-03,2026-08-02,5326048.0,0
개별(대형),4호선,사당역,871.4,2019-11-15,2025-03-13,61517300.0,0
네트워크,4호선,사당역,24.8,2018-05-09,2023-07-07,6011148.0,0
네트워크,5호선,방화역,30.0,2018-04-18,2023-06-16,4817020.0,0
네트워크,5호선,방화역,40.53,2022-10-27,2028-02-24,2261169.0,0
임대진행,5호선,방화역,19.65,,,,5
네트워크,5호선,개화산역,30.0,2018-04-18,2023-06-16,4085152.0,0
개별(대형),5호선,김포공항역,103.42,2020-04-20,2025-05-20,968000.0,0
네트워크,5호선,김포공항역,44.39,2021-09-06,2026-11-05,4927776.0,0
네트워크,5호선,김포공항역,49.96,2018-05-09,2023-07-07,5059554.0,0
네트워크,5호선,김포공항역,32.34,2018-04-18,2023-06-16,5515621.0,0
개별(일반),5호선,김포공항역,53.97,2020-04-17,2025-05-17,5940000.0,0
개별(일반),5호선,김포공항역,44.47,2022-06-09,2027-07-09,6140000.0,0
개별(일반),5호선,김포공항역,43.71,2020-08-03,2025-09-02,4130000.0,0
개별(일반),5호선,김포공항역,25.29,2020-12-28,2026-01-27,722400.0,0
개별(일반),5호선,김포공항역,25.29,2020-08-31,2025-09-30,2901000.0,0
개별(일반),5호선,김포공항역,25.58,2020-08-31,2025-09-30,3101000.0,0
개별(일반),5호선,김포공항역,21.53,2020-08-03,2025-09-02,4310000.0,0
네트워크,5호선,김포공항역,53.15,2022-09-06,2028-01-04,613792.0,0
개별(일반),5호선,김포공항역,48.52,2021-03-15,2026-04-14,4210000.0,0
네트워크,5호선,송정역,21.87,2021-02-25,2026-04-26,2414160.0,0
네트워크,5호선,송정역,22.66,2018-05-09,2023-07-07,1582904.0,0
네트워크,5호선,송정역,42.37,2018-04-18,2023-06-16,6689936.0,0
개별(일반),5호선,송정역,70.51,2021-11-25,2026-12-25,2200000.0,0
개별(일반),5호선,송정역,35.67,2020-02-14,2025-03-14,1810000.0,0
개별(일반),5호선,송정역,16.2,2017-10-11,2024-11-09,1053100.0,0
네트워크,5호선,발산역,33.0,2018-04-18,2023-06-16,6711005.0,0
공실,5호선,발산역,30.0,,,,1
공실,5호선,발산역,15.7,,,,2
개별(일반),5호선,발산역,27.14,2022-09-01,2027-10-01,6156100.0,0
개별(일반),5호선,발산역,39.44,2021-05-04,2026-06-03,11030000.0,0
공실,5호선,발산역,27.08,,,,1
네트워크,5호선,우장산역,33.0,2018-04-18,2023-06-16,6729856.0,0
네트워크,5호선,우장산역,23.76,2018-05-12,2023-07-10,2166887.0,0
개별(일반),5호선,우장산역,14.8,2022-12-15,2028-01-14,850000.0,0
개별(일반),5호선,우장산역,44.8,2020-12-28,2026-01-27,1685600.0,0
네트워크,5호선,우장산역,19.84,2018-11-16,2024-01-14,1236200.0,0
개별(일반),5호선,우장산역,19.88,2020-08-03,2025-09-02,2180000.0,0
복합,5호선,화곡역,101.16,2017-05-22,2027-09-19,13475000.0,0
복합,5호선,화곡역,39.17,2017-05-22,2027-09-19,9363200.0,0
복합,5호선,화곡역,,2017-05-22,2027-09-19,,0
네트워크,5호선,화곡역,30.0,2018-04-18,2023-06-16,9956727.0,0
개별(일반),5호선,화곡역,27.0,2020-08-03,2025-09-02,7500000.0,0
네트워크,5호선,화곡역,67.04,2021-09-06,2026-11-05,8296201.0,0
개별(일반),5호선,화곡역,33.77,2020-09-18,2025-10-18,5100000.0,0
복합,5호선,까치산역,27.45,2017-05-22,2027-09-19,7554800.0,0
네트워크,5호선,까치산역,37.82,2018-04-18,2023-06-16,9319115.0,0
개별(일반),5호선,까치산역,30.72,2019-10-08,2024-11-06,8152700.0,0
복합,5호선,까치산역,28.07,2017-05-22,2027-09-19,10223400.0,0
개별(일반),5호선,까치산역,36.85,2020-08-03,2025-09-02,10180000.0,0
개별(일반),5호선,까치산역,21.25,2020-07-30,2025-08-29,6210000.0,0
복합,5호선,까치산역,19.28,2017-05-22,2027-09-19,6383300.0,0
개별(일반),5호선,까치산역,24.15,2020-08-03,2025-09-02,9300000.0,0
복합,5호선,까치산역,19.31,2017-05-22,2027-09-19,5297600.0,0
네트워크,5호선,신정역,24.0,2018-04-18,2023-06-16,4548669.0,0
공실,5호선,신정역,42.71,,,,2
개별(일반),5호선,목동역,23.69,2022-06-09,2027-07-09,2500000.0,0
네트워크,5호선,목동역,31.0,2018-05-09,2023-07-07,3139431.0,0
네트워크,5호선,목동역,30.0,2018-04-18,2023-06-16,7015950.0,0
임대진행,5호선,목동역,22.98,,,,5
개별(일반),5호선,목동역,22.8,2022-06-09,2027-07-09,3750000.0,0
개별(일반),5호선,목동역,26.42,2020-08-03,2025-09-02,4200000.0,0
임대진행,5호선,오목교역,9.01,,,,3
임대진행,5호선,오목교역,14.15,,,,3
임대진행,5호선,오목교역,21.95,,,,3
임대진행,5호선,오목교역,7.61,,,,3
임대진행,5호선,오목교역,89.1,,,,3
임대진행,5호선,오목교역,59.87,,,,3
임대진행,5호선,오목교역,11.64,,,,3
임대진행,5호선,오목교역,116.4,,,,3
임대진행,5호선,오목교역,106.82,,,,3
임대진행,5호선,오목교역,18.24,,,,3
공실,5호선,오목교역,118.84,,,,1
임대진행,5호선,오목교역,8.15,,,,3
임대진행,5호선,오목교역,14.07,,,,3
임대진행,5호선,오목교역,33.1,,,,3
임대진행,5호선,오목교역,16.2,,,,3
임대진행,5호선,오목교역,20.52,,,,3
임대진행,5호선,오목교역,51.85,,,,3
임대진행,5호선,오목교역,52.37,,,,3
임대진행,5호선,오목교역,54.78,,,,3
임대진행,5호선,오목교역,109.56,,,,3
임대진행,5호선,오목교역,127.56,,,,3
임대진행,5호선,오목교역,65.13,,,,3
임대진행,5호선,오목교역,87.78,,,,3
임대진행,5호선,오목교역,78.62,,,,3
임대진행,5호선,오목교역,81.05,,,,3
임대진행,5호선,오목교역,74.86,,,,3
임대진행,5호선,오목교역,53.08,,,,3
임대진행,5호선,오목교역,26.17,,,,3
임대진행,5호선,오목교역,28.49,,,,3
임대진행,5호선,오목교역,28.02,,,,3
임대진행,5호선,오목교역,57.6,,,,3
임대진행,5호선,오목교역,18.24,,,,3
임대진행,5호선,오목교역,27.63,,,,3
임대진행,5호선,오목교역,47.97,,,,3
임대진행,5호선,오목교역,49.0,,,,3
임대진행,5호선,오목교역,27.47,,,,3
임대진행,5호선,오목교역,21.7,,,,3
임대진행,5호선,오목교역,9.7,,,,3
네트워크,5호선,오목교역,43.51,2018-04-18,2023-06-16,12003739.0,0
임대진행,5호선,오목교역,15.16,,,,3
임대진행,5호선,오목교역,22.25,,,,3
임대진행,5호선,오목교역,62.37,,,,3
임대진행,5호선,오목교역,35.8,,,,3
임대진행,5호선,오목교역,36.19,,,,3
임대진행,5호선,오목교역,31.1,,,,3
임대진행,5호선,오목교역,37.9,,,,3
네트워크,5호선,영등포구청역,34.33,2018-04-18,2023-06-16,6300716.0,0
